Bike_Type,Age,Gender,Occupation,Distance_Travelled(km),Weather,Day_of_Week,Time_of_Day,Temperature(C),Humidity(%),Is_Holiday,Is_Weekend,Purpose_of_Ride,Satisfaction_Level(of 5),Helmet_Used,Traffic_Intensity(of 10),Road_Condition,User_Experience
bmx,54,Female,Student,0.15,cloudy,Thursday,evening,16.9,68,FALSE,FALSE,Leisure,2,TRUE,10,Good,Negative
bmx,25,Female,Student,4.69,rainy,Tuesday,evening,10.6,53,TRUE,TRUE,Commute,2,TRUE,4,Good,Neutral
bmx,25,Male,Student,0.94,sunny,Monday,morning,16.6,60,TRUE,FALSE,Commute,5,TRUE,9,Poor,Neutral
normal,22,Male,Unemployed,1.47,cloudy,Tuesday,morning,13.4,43,FALSE,FALSE,Commute,1,TRUE,4,Good,Negative
normal,64,Female,Retired,4.87,rainy,Wednesday,evening,22,39,FALSE,FALSE,Commute,1,TRUE,10,Poor,Positive
bmx,19,Female,Student,0.76,cloudy,Tuesday,afternoon,23.1,60,TRUE,FALSE,Errands,3,FALSE,4,Poor,Neutral
normal,47,Female,Professional,2.14,sunny,Wednesday,morning,14.1,30,TRUE,FALSE,Exercise,1,TRUE,7,Poor,Neutral
hill,26,Female,Retired,3.22,rainy,Tuesday,evening,14,43,FALSE,TRUE,Exercise,5,TRUE,10,Fair,Positive
hill,59,Other,Student,0.12,sunny,Tuesday,evening,26.5,74,FALSE,TRUE,Exercise,4,FALSE,6,Good,Neutral
hill,25,Male,Student,2.45,sunny,Thursday,evening,33,73,TRUE,FALSE,Errands,3,FALSE,9,Poor,Neutral
hill,70,Other,Professional,2.05,sunny,Saturday,morning,18.6,88,TRUE,TRUE,Leisure,3,TRUE,4,Poor,Neutral
bmx,39,Female,Student,2.29,cloudy,Thursday,evening,20.6,46,FALSE,TRUE,Exercise,5,TRUE,2,Good,Positive
normal,51,Female,Unemployed,2.45,sunny,Friday,night,17.4,90,TRUE,TRUE,Exercise,2,TRUE,8,Fair,Positive
hill,23,Male,Professional,3.85,rainy,Sunday,afternoon,14.3,33,TRUE,FALSE,Leisure,5,TRUE,10,Fair,Positive
bmx,50,Other,Student,0.49,sunny,Thursday,night,29.7,79,FALSE,FALSE,Commute,5,TRUE,4,Good,Negative
normal,58,Other,Professional,0.84,sunny,Friday,morning,15.1,55,TRUE,FALSE,Exercise,4,FALSE,6,Fair,Positive
hill,46,Other,Unemployed,4.59,cloudy,Tuesday,morning,21.2,83,TRUE,FALSE,Commute,5,TRUE,1,Fair,Neutral
hill,47,Male,Unemployed,0.02,rainy,Sunday,morning,22.4,59,TRUE,TRUE,Leisure,2,TRUE,5,Good,Positive
bmx,35,Female,Professional,3.99,cloudy,Monday,morning,22.5,65,TRUE,FALSE,Exercise,1,FALSE,6,Fair,Negative
bmx,40,Female,Student,1.73,cloudy,Wednesday,evening,27.6,87,FALSE,FALSE,Exercise,2,FALSE,10,Poor,Neutral
bmx,50,Male,Student,1.09,rainy,Monday,evening,10.6,80,TRUE,TRUE,Commute,1,TRUE,3,Good,Negative
bmx,32,Male,Professional,0.77,rainy,Thursday,night,26.1,80,TRUE,TRUE,Exercise,4,FALSE,2,Good,Neutral
bmx,49,Other,Student,3.68,sunny,Thursday,night,23.2,59,FALSE,TRUE,Errands,1,FALSE,9,Good,Negative
normal,51,Male,Student,0.55,sunny,Friday,afternoon,22.4,81,FALSE,FALSE,Leisure,3,TRUE,9,Good,Negative
bmx,34,Male,Professional,3.49,rainy,Monday,evening,24.1,82,FALSE,FALSE,Leisure,1,TRUE,4,Fair,Positive
normal,18,Male,Retired,4.35,sunny,Sunday,afternoon,14.4,40,FALSE,TRUE,Errands,4,FALSE,3,Good,Positive
normal,68,Male,Unemployed,3.2,cloudy,Saturday,night,32.7,48,FALSE,FALSE,Commute,2,TRUE,6,Fair,Negative
hill,50,Male,Student,0.76,cloudy,Thursday,morning,25.3,57,TRUE,TRUE,Exercise,2,TRUE,5,Good,Neutral
bmx,18,Male,Student,4.3,cloudy,Monday,morning,21.6,56,TRUE,FALSE,Exercise,1,FALSE,10,Fair,Neutral
normal,25,Other,Student,0.53,sunny,Friday,morning,15,80,TRUE,TRUE,Commute,3,FALSE,2,Good,Neutral
hill,39,Male,Unemployed,1.84,rainy,Saturday,afternoon,10.4,51,TRUE,FALSE,Leisure,5,FALSE,10,Fair,Positive
hill,42,Male,Unemployed,4.46,rainy,Tuesday,afternoon,29.5,87,FALSE,TRUE,Exercise,3,FALSE,1,Poor,Positive
hill,59,Male,Unemployed,4.48,sunny,Monday,evening,20.3,46,FALSE,TRUE,Leisure,3,FALSE,1,Poor,Negative
bmx,62,Other,Unemployed,0.25,cloudy,Thursday,afternoon,19.2,54,FALSE,TRUE,Commute,3,TRUE,4,Fair,Positive
normal,51,Female,Professional,1.33,sunny,Thursday,night,28.6,37,TRUE,FALSE,Leisure,1,TRUE,9,Good,Neutral
bmx,35,Male,Retired,3.24,rainy,Wednesday,afternoon,14.7,41,FALSE,FALSE,Leisure,3,FALSE,1,Good,Positive
bmx,40,Female,Retired,1.44,rainy,Tuesday,afternoon,28.3,30,FALSE,TRUE,Exercise,1,FALSE,9,Poor,Negative
bmx,64,Female,Unemployed,3.52,cloudy,Friday,night,31.6,78,TRUE,FALSE,Errands,5,TRUE,3,Good,Neutral
normal,25,Other,Unemployed,2.56,sunny,Friday,morning,12.5,63,FALSE,FALSE,Errands,5,FALSE,5,Poor,Negative
bmx,43,Female,Professional,0.03,sunny,Tuesday,afternoon,22,56,TRUE,FALSE,Commute,3,FALSE,5,Poor,Positive
normal,57,Other,Professional,0.56,cloudy,Sunday,night,33.6,69,TRUE,FALSE,Leisure,3,FALSE,2,Fair,Negative
hill,59,Other,Retired,2.64,sunny,Saturday,morning,15.7,30,FALSE,TRUE,Exercise,2,TRUE,3,Poor,Neutral
hill,31,Male,Unemployed,2.49,cloudy,Tuesday,night,32.2,76,TRUE,FALSE,Commute,2,TRUE,5,Fair,Negative
normal,46,Female,Retired,4.59,sunny,Sunday,evening,19.8,52,TRUE,FALSE,Errands,5,FALSE,9,Fair,Positive
bmx,36,Other,Retired,1.36,cloudy,Wednesday,evening,21.6,86,FALSE,FALSE,Errands,2,TRUE,3,Fair,Positive
bmx,70,Other,Student,3.45,sunny,Thursday,morning,27.6,30,FALSE,FALSE,Errands,2,TRUE,7,Good,Negative
bmx,42,Other,Professional,4.66,sunny,Sunday,night,21.7,69,FALSE,TRUE,Leisure,3,TRUE,6,Fair,Positive
normal,43,Male,Professional,4.12,rainy,Saturday,night,27.1,61,TRUE,FALSE,Commute,4,FALSE,4,Poor,Positive
normal,39,Other,Student,1.97,rainy,Sunday,morning,15,63,FALSE,FALSE,Commute,2,FALSE,10,Good,Neutral
bmx,44,Other,Unemployed,0.92,cloudy,Monday,afternoon,12.9,69,FALSE,TRUE,Exercise,1,TRUE,1,Poor,Neutral
hill,22,Male,Retired,4.24,rainy,Saturday,night,24.3,81,TRUE,TRUE,Errands,5,FALSE,6,Good,Negative
hill,52,Female,Professional,2.35,cloudy,Monday,morning,34.9,45,FALSE,FALSE,Exercise,1,FALSE,8,Poor,Neutral
normal,44,Male,Professional,0.96,sunny,Monday,evening,20.6,90,FALSE,FALSE,Exercise,4,TRUE,8,Good,Positive
normal,54,Male,Retired,0.93,sunny,Monday,night,23.6,44,TRUE,FALSE,Exercise,3,FALSE,5,Good,Neutral
normal,46,Other,Retired,0.06,rainy,Saturday,evening,19.7,83,FALSE,TRUE,Commute,1,FALSE,3,Fair,Neutral
normal,52,Male,Unemployed,4.52,rainy,Friday,morning,14,69,FALSE,TRUE,Errands,5,FALSE,1,Good,Positive
bmx,43,Other,Professional,2.85,sunny,Friday,evening,24.2,37,FALSE,FALSE,Errands,1,TRUE,5,Good,Positive
normal,66,Male,Student,4.39,sunny,Saturday,evening,27.6,84,FALSE,TRUE,Exercise,2,TRUE,1,Poor,Negative
hill,50,Female,Unemployed,3.65,rainy,Monday,morning,27.5,34,FALSE,TRUE,Leisure,4,FALSE,3,Poor,Neutral
bmx,23,Male,Student,2.31,rainy,Tuesday,afternoon,29,34,FALSE,TRUE,Errands,2,TRUE,3,Good,Neutral
normal,22,Female,Student,0.04,cloudy,Tuesday,afternoon,12.8,83,FALSE,TRUE,Exercise,4,TRUE,6,Fair,Positive
hill,56,Other,Student,2.6,cloudy,Friday,afternoon,13.9,67,FALSE,FALSE,Leisure,3,TRUE,3,Fair,Neutral
bmx,36,Other,Professional,4.39,sunny,Friday,night,24.3,42,TRUE,FALSE,Errands,4,FALSE,4,Poor,Neutral
hill,57,Other,Unemployed,1.28,cloudy,Wednesday,afternoon,27,52,FALSE,TRUE,Exercise,1,TRUE,6,Good,Positive
bmx,29,Male,Student,0.1,sunny,Sunday,night,29.1,44,FALSE,FALSE,Leisure,4,TRUE,1,Good,Neutral
hill,29,Other,Professional,0.04,rainy,Wednesday,morning,21.7,45,TRUE,FALSE,Leisure,4,TRUE,6,Good,Positive
hill,61,Female,Retired,4.88,cloudy,Wednesday,evening,25.6,69,FALSE,TRUE,Leisure,3,TRUE,2,Good,Neutral
hill,51,Other,Professional,0.63,rainy,Friday,evening,16.5,66,FALSE,TRUE,Errands,5,FALSE,2,Fair,Positive
hill,62,Other,Professional,3.32,rainy,Sunday,evening,10.6,47,FALSE,FALSE,Leisure,2,FALSE,7,Poor,Negative
normal,47,Other,Unemployed,0.04,cloudy,Monday,afternoon,25,41,TRUE,FALSE,Exercise,1,TRUE,9,Good,Neutral
normal,54,Male,Student,0.8,rainy,Sunday,afternoon,26.2,38,TRUE,FALSE,Exercise,2,FALSE,10,Good,Neutral
normal,63,Other,Professional,2.04,sunny,Wednesday,evening,13,48,FALSE,FALSE,Exercise,3,TRUE,2,Poor,Neutral
bmx,35,Other,Retired,0.86,sunny,Sunday,afternoon,28.8,78,FALSE,FALSE,Errands,1,TRUE,6,Good,Positive
bmx,30,Female,Retired,1.69,sunny,Sunday,night,11.4,56,TRUE,FALSE,Exercise,1,TRUE,8,Poor,Positive
bmx,26,Male,Professional,4.44,cloudy,Tuesday,afternoon,20.6,73,TRUE,FALSE,Leisure,5,TRUE,6,Poor,Neutral
normal,57,Other,Retired,2.22,sunny,Friday,afternoon,32.1,48,FALSE,FALSE,Leisure,3,FALSE,8,Good,Neutral
bmx,46,Female,Retired,1.13,rainy,Sunday,evening,33.3,88,FALSE,TRUE,Errands,2,FALSE,7,Fair,Neutral
hill,36,Female,Retired,0.34,cloudy,Wednesday,morning,26.8,80,TRUE,TRUE,Exercise,3,TRUE,10,Good,Negative
bmx,37,Male,Professional,2.08,cloudy,Tuesday,morning,10.2,50,FALSE,FALSE,Commute,4,FALSE,7,Fair,Neutral
hill,59,Female,Retired,1.7,rainy,Tuesday,morning,34.2,51,FALSE,FALSE,Errands,3,TRUE,7,Fair,Positive
hill,37,Female,Professional,4.05,rainy,Sunday,morning,18.2,76,TRUE,TRUE,Errands,3,TRUE,4,Poor,Positive
bmx,55,Female,Unemployed,2.01,sunny,Friday,evening,20.9,30,FALSE,TRUE,Exercise,3,TRUE,4,Poor,Positive
hill,59,Other,Student,0.74,rainy,Saturday,evening,27.1,41,TRUE,TRUE,Errands,2,FALSE,6,Poor,Negative
hill,23,Other,Student,0.55,rainy,Friday,afternoon,31.8,41,FALSE,FALSE,Errands,5,FALSE,6,Fair,Positive
hill,34,Female,Retired,4.66,cloudy,Tuesday,night,24.3,80,FALSE,FALSE,Exercise,3,TRUE,7,Good,Negative
bmx,60,Female,Retired,2.83,cloudy,Monday,night,31.3,63,TRUE,FALSE,Leisure,2,TRUE,4,Good,Positive
bmx,67,Male,Retired,0.84,sunny,Thursday,morning,32.7,68,TRUE,FALSE,Leisure,5,FALSE,7,Good,Negative
bmx,61,Other,Unemployed,1.48,sunny,Thursday,morning,23.9,53,FALSE,TRUE,Leisure,3,TRUE,4,Good,Neutral
normal,57,Male,Student,3.38,rainy,Thursday,afternoon,25.9,72,FALSE,FALSE,Commute,1,TRUE,4,Good,Neutral
bmx,26,Male,Student,2.31,cloudy,Tuesday,morning,20.9,82,FALSE,FALSE,Leisure,3,TRUE,10,Poor,Negative
hill,27,Male,Retired,0.59,cloudy,Sunday,morning,14.9,35,TRUE,TRUE,Errands,3,TRUE,9,Poor,Neutral
normal,32,Female,Professional,1.83,sunny,Friday,night,11.2,33,FALSE,TRUE,Commute,2,FALSE,5,Good,Negative
normal,45,Female,Student,0.26,sunny,Thursday,night,11.3,68,TRUE,FALSE,Exercise,2,TRUE,5,Good,Positive
normal,46,Male,Professional,1.7,cloudy,Monday,evening,21.5,42,TRUE,TRUE,Commute,5,FALSE,6,Poor,Negative
bmx,30,Female,Student,2.24,sunny,Friday,afternoon,23.6,51,TRUE,TRUE,Errands,3,TRUE,7,Poor,Positive
hill,48,Female,Retired,0.5,cloudy,Wednesday,evening,21,33,TRUE,TRUE,Leisure,4,TRUE,10,Fair,Negative
bmx,34,Female,Unemployed,4.46,sunny,Thursday,afternoon,33.6,35,TRUE,TRUE,Leisure,4,TRUE,9,Poor,Neutral
hill,50,Male,Professional,2.27,sunny,Saturday,afternoon,34.8,37,TRUE,TRUE,Commute,2,TRUE,6,Fair,Positive
normal,54,Female,Retired,3.75,sunny,Wednesday,evening,21,61,FALSE,TRUE,Errands,5,TRUE,3,Poor,Positive
hill,70,Other,Retired,1.09,rainy,Saturday,morning,26.6,69,FALSE,FALSE,Exercise,2,FALSE,3,Poor,Neutral
hill,27,Female,Retired,4.99,rainy,Tuesday,evening,28.1,55,TRUE,FALSE,Exercise,3,FALSE,3,Good,Positive
hill,23,Male,Professional,1.14,cloudy,Tuesday,afternoon,30.7,46,FALSE,FALSE,Commute,1,TRUE,8,Poor,Negative
bmx,64,Other,Student,3.62,cloudy,Tuesday,morning,25.2,70,TRUE,FALSE,Errands,4,FALSE,10,Good,Negative
hill,26,Other,Unemployed,2.5,rainy,Tuesday,night,33.6,60,TRUE,FALSE,Exercise,5,FALSE,5,Fair,Positive
normal,69,Female,Retired,2.46,cloudy,Sunday,morning,30.6,42,TRUE,TRUE,Errands,5,FALSE,4,Good,Negative
normal,67,Female,Professional,0.87,rainy,Tuesday,morning,28.8,30,TRUE,TRUE,Errands,1,FALSE,2,Fair,Negative
hill,36,Other,Retired,4.33,sunny,Thursday,afternoon,22.6,64,TRUE,FALSE,Errands,1,FALSE,8,Good,Negative
hill,69,Female,Retired,3.28,rainy,Thursday,night,16.8,77,FALSE,FALSE,Errands,3,TRUE,2,Good,Neutral
normal,52,Male,Professional,1.47,cloudy,Thursday,night,23.3,59,TRUE,FALSE,Commute,3,TRUE,7,Poor,Neutral
hill,62,Male,Retired,2.35,sunny,Friday,night,30,33,TRUE,TRUE,Errands,2,FALSE,6,Fair,Positive
hill,43,Female,Professional,0.97,cloudy,Thursday,night,10.5,49,FALSE,TRUE,Commute,1,TRUE,2,Fair,Positive
normal,51,Other,Unemployed,2.3,rainy,Thursday,afternoon,12.7,33,FALSE,TRUE,Errands,2,FALSE,3,Fair,Positive
normal,45,Female,Professional,4.86,sunny,Tuesday,night,22.9,69,TRUE,FALSE,Leisure,1,TRUE,2,Good,Positive
hill,60,Female,Professional,0.44,cloudy,Monday,afternoon,21.4,60,TRUE,FALSE,Exercise,5,TRUE,1,Poor,Positive
bmx,58,Female,Unemployed,4.41,sunny,Sunday,afternoon,29.2,48,TRUE,FALSE,Commute,5,TRUE,5,Fair,Negative
bmx,39,Other,Unemployed,3.82,rainy,Saturday,afternoon,16.1,72,TRUE,FALSE,Exercise,2,TRUE,9,Poor,Neutral
bmx,27,Other,Professional,0.81,cloudy,Sunday,afternoon,19.3,48,TRUE,TRUE,Exercise,2,FALSE,9,Fair,Neutral
hill,37,Male,Retired,3.36,rainy,Tuesday,afternoon,19.2,76,TRUE,FALSE,Exercise,1,TRUE,3,Fair,Neutral
hill,32,Other,Retired,2.59,sunny,Tuesday,night,12.7,80,FALSE,TRUE,Commute,2,TRUE,2,Poor,Positive
bmx,42,Other,Retired,1.52,cloudy,Tuesday,night,28.6,55,TRUE,TRUE,Leisure,4,FALSE,9,Fair,Negative
bmx,31,Male,Retired,3.59,rainy,Tuesday,afternoon,32.3,77,TRUE,TRUE,Exercise,3,FALSE,9,Fair,Neutral
bmx,30,Other,Unemployed,3.43,rainy,Wednesday,afternoon,31.9,69,FALSE,TRUE,Commute,2,TRUE,1,Good,Positive
bmx,36,Other,Retired,4.96,sunny,Thursday,morning,29.6,70,TRUE,TRUE,Errands,3,FALSE,7,Poor,Neutral
hill,30,Other,Student,4.84,sunny,Tuesday,afternoon,27.2,73,TRUE,FALSE,Exercise,2,FALSE,4,Poor,Positive
bmx,24,Other,Student,3.15,cloudy,Monday,afternoon,23.7,67,FALSE,TRUE,Exercise,5,TRUE,6,Good,Negative
hill,47,Male,Unemployed,1.89,rainy,Wednesday,night,29.2,41,TRUE,TRUE,Errands,4,FALSE,3,Fair,Positive
hill,19,Male,Professional,3.24,cloudy,Tuesday,evening,15.3,90,TRUE,FALSE,Commute,1,TRUE,1,Poor,Negative
hill,18,Male,Professional,4.9,sunny,Sunday,afternoon,29.2,64,FALSE,FALSE,Leisure,5,TRUE,1,Good,Positive
bmx,34,Male,Professional,3.38,sunny,Sunday,night,34.7,65,FALSE,FALSE,Commute,5,TRUE,8,Poor,Negative
normal,54,Female,Retired,2.95,cloudy,Monday,night,25,54,TRUE,TRUE,Commute,4,FALSE,5,Fair,Positive
normal,63,Other,Unemployed,3.87,cloudy,Saturday,morning,27.5,30,FALSE,TRUE,Leisure,5,FALSE,6,Fair,Neutral
hill,41,Female,Student,4.48,rainy,Saturday,night,28,61,TRUE,TRUE,Exercise,5,FALSE,1,Fair,Neutral
hill,28,Other,Unemployed,2.4,sunny,Sunday,morning,32.6,62,TRUE,TRUE,Errands,5,TRUE,7,Good,Positive
bmx,30,Other,Student,1.68,sunny,Wednesday,morning,14.4,88,TRUE,TRUE,Errands,1,TRUE,1,Good,Negative
bmx,63,Other,Professional,2.37,rainy,Saturday,morning,15.4,42,TRUE,TRUE,Commute,1,TRUE,4,Poor,Negative
normal,64,Female,Retired,2.26,rainy,Thursday,evening,20.8,44,TRUE,TRUE,Exercise,4,FALSE,1,Good,Negative
normal,22,Other,Unemployed,0.94,rainy,Monday,night,34.4,70,FALSE,FALSE,Errands,1,TRUE,7,Good,Neutral
normal,65,Female,Retired,2.89,cloudy,Thursday,night,32.5,39,FALSE,TRUE,Commute,2,FALSE,6,Fair,Positive
bmx,61,Female,Unemployed,3.35,rainy,Wednesday,evening,17.1,78,TRUE,FALSE,Errands,3,TRUE,4,Good,Negative
hill,18,Female,Student,0.55,sunny,Saturday,night,29.1,47,FALSE,TRUE,Errands,3,TRUE,5,Poor,Neutral
hill,60,Other,Professional,0.42,rainy,Friday,evening,12.7,49,TRUE,TRUE,Exercise,5,TRUE,2,Fair,Neutral
bmx,32,Male,Student,1.34,sunny,Tuesday,morning,32.2,76,TRUE,FALSE,Commute,4,FALSE,9,Fair,Positive
hill,35,Male,Student,0.28,sunny,Wednesday,morning,13.9,87,TRUE,TRUE,Errands,2,FALSE,10,Fair,Neutral
bmx,26,Other,Retired,0.11,cloudy,Monday,evening,28.2,52,FALSE,TRUE,Errands,1,FALSE,1,Poor,Negative
bmx,30,Other,Professional,1.42,rainy,Monday,morning,20,39,TRUE,FALSE,Exercise,3,FALSE,6,Good,Positive
bmx,31,Other,Professional,0.45,cloudy,Thursday,evening,33.7,32,FALSE,FALSE,Commute,5,TRUE,2,Poor,Negative
hill,49,Other,Unemployed,1.74,sunny,Monday,night,32.1,50,FALSE,FALSE,Commute,5,FALSE,8,Poor,Negative
hill,34,Female,Student,3.77,cloudy,Monday,afternoon,33,53,FALSE,TRUE,Errands,2,FALSE,6,Fair,Negative
bmx,26,Other,Student,1.56,sunny,Monday,morning,31.3,40,FALSE,TRUE,Commute,3,FALSE,3,Fair,Positive
hill,70,Other,Professional,2.18,cloudy,Saturday,morning,23.1,69,TRUE,FALSE,Leisure,3,FALSE,3,Poor,Neutral
hill,46,Other,Unemployed,0.74,rainy,Tuesday,evening,20.7,33,FALSE,TRUE,Leisure,2,FALSE,10,Fair,Positive
bmx,31,Male,Professional,2.57,rainy,Thursday,evening,12.9,67,TRUE,TRUE,Leisure,4,FALSE,4,Good,Positive
normal,64,Other,Student,0.94,cloudy,Thursday,afternoon,17.8,52,TRUE,FALSE,Exercise,3,FALSE,2,Poor,Negative
bmx,53,Female,Retired,2.78,rainy,Wednesday,night,34.5,76,TRUE,FALSE,Exercise,4,FALSE,10,Good,Positive
bmx,22,Other,Unemployed,0.13,cloudy,Wednesday,evening,19.2,83,TRUE,TRUE,Exercise,1,TRUE,1,Fair,Negative
hill,25,Female,Student,0.79,sunny,Tuesday,evening,32.5,55,FALSE,FALSE,Errands,1,FALSE,9,Poor,Positive
bmx,32,Other,Student,4.63,sunny,Monday,afternoon,21.5,44,FALSE,TRUE,Errands,4,FALSE,1,Poor,Positive
normal,28,Female,Professional,2.91,cloudy,Friday,afternoon,33.2,43,FALSE,TRUE,Exercise,5,FALSE,6,Fair,Neutral
hill,31,Female,Unemployed,0.63,sunny,Monday,evening,29,80,TRUE,FALSE,Leisure,1,FALSE,4,Poor,Negative
bmx,26,Female,Retired,4.5,sunny,Tuesday,night,14.3,75,TRUE,FALSE,Errands,3,FALSE,2,Good,Positive
normal,37,Other,Student,4,sunny,Monday,evening,32.7,34,TRUE,TRUE,Leisure,4,FALSE,10,Good,Negative
bmx,59,Male,Student,4.53,cloudy,Tuesday,afternoon,24.4,84,FALSE,TRUE,Leisure,1,TRUE,10,Fair,Neutral
hill,45,Male,Student,3.32,sunny,Sunday,night,13.3,84,FALSE,TRUE,Leisure,1,FALSE,4,Good,Negative
hill,57,Female,Student,4.7,cloudy,Wednesday,afternoon,34.4,82,FALSE,FALSE,Commute,3,TRUE,2,Fair,Neutral
normal,61,Male,Student,1.46,rainy,Friday,afternoon,15.7,67,TRUE,TRUE,Exercise,3,FALSE,4,Poor,Negative
bmx,18,Other,Professional,3.3,rainy,Wednesday,morning,13.2,41,FALSE,TRUE,Commute,5,FALSE,4,Fair,Neutral
hill,48,Male,Student,3.65,cloudy,Tuesday,morning,16.6,58,TRUE,TRUE,Errands,5,TRUE,9,Poor,Negative
normal,28,Other,Student,3.08,sunny,Friday,afternoon,28.6,81,TRUE,TRUE,Exercise,5,FALSE,5,Fair,Neutral
bmx,55,Female,Retired,0.49,cloudy,Tuesday,night,18.5,59,FALSE,FALSE,Leisure,3,TRUE,1,Good,Neutral
normal,24,Female,Student,2.81,rainy,Friday,night,19,33,FALSE,FALSE,Leisure,3,TRUE,10,Fair,Negative
normal,54,Female,Student,4.92,sunny,Thursday,night,28.5,39,FALSE,FALSE,Errands,1,FALSE,2,Poor,Negative
bmx,48,Other,Student,3.07,rainy,Friday,evening,13.3,30,FALSE,FALSE,Exercise,5,TRUE,2,Good,Positive
hill,53,Male,Student,4.6,sunny,Wednesday,evening,17.9,52,FALSE,TRUE,Errands,1,FALSE,8,Poor,Positive
normal,21,Other,Unemployed,3.53,cloudy,Thursday,morning,30.1,89,FALSE,FALSE,Errands,2,FALSE,3,Poor,Neutral
hill,55,Male,Student,1.72,cloudy,Saturday,afternoon,27.5,52,FALSE,FALSE,Errands,4,TRUE,4,Fair,Negative
hill,59,Female,Unemployed,1.5,rainy,Friday,afternoon,28.3,76,FALSE,FALSE,Commute,5,FALSE,1,Fair,Neutral
hill,18,Female,Unemployed,1.14,sunny,Monday,night,21.5,39,TRUE,TRUE,Exercise,4,TRUE,5,Poor,Negative
hill,66,Female,Student,4.23,sunny,Tuesday,night,22.6,40,FALSE,TRUE,Leisure,5,FALSE,6,Poor,Neutral
bmx,66,Other,Professional,2.98,rainy,Saturday,night,32.5,46,FALSE,TRUE,Exercise,5,TRUE,1,Good,Neutral
hill,20,Female,Retired,2.29,rainy,Thursday,morning,28.3,45,TRUE,FALSE,Exercise,3,FALSE,1,Fair,Negative
hill,45,Male,Retired,4.78,cloudy,Saturday,morning,18.9,65,FALSE,TRUE,Errands,1,FALSE,7,Poor,Neutral
normal,67,Female,Unemployed,4.03,rainy,Saturday,evening,10.6,37,FALSE,TRUE,Commute,4,TRUE,10,Good,Positive
hill,64,Other,Professional,2.85,cloudy,Friday,afternoon,10.7,62,FALSE,FALSE,Commute,5,TRUE,1,Fair,Positive
bmx,50,Female,Student,4.97,cloudy,Friday,night,18,86,FALSE,TRUE,Leisure,3,FALSE,9,Poor,Negative
normal,67,Male,Student,2.51,sunny,Wednesday,evening,16.7,53,TRUE,TRUE,Errands,4,TRUE,3,Poor,Neutral
normal,18,Other,Unemployed,4.07,cloudy,Friday,evening,31.6,36,TRUE,FALSE,Commute,4,FALSE,9,Poor,Neutral
normal,66,Male,Professional,4.32,sunny,Tuesday,evening,20.6,36,FALSE,TRUE,Leisure,3,TRUE,4,Good,Negative
hill,61,Male,Unemployed,2.99,sunny,Friday,afternoon,16.2,38,TRUE,TRUE,Exercise,2,FALSE,2,Poor,Positive
hill,52,Female,Unemployed,1.02,sunny,Tuesday,morning,18,81,FALSE,FALSE,Errands,4,TRUE,5,Poor,Positive
normal,54,Other,Student,3.96,sunny,Tuesday,afternoon,30.6,45,FALSE,FALSE,Errands,3,FALSE,5,Poor,Neutral
normal,18,Male,Unemployed,3.39,rainy,Wednesday,night,25.6,52,TRUE,FALSE,Commute,2,FALSE,5,Good,Neutral
normal,69,Other,Student,4.29,sunny,Thursday,morning,34.3,80,FALSE,TRUE,Commute,4,FALSE,9,Good,Neutral
normal,56,Male,Retired,1.33,sunny,Sunday,night,11,76,FALSE,TRUE,Leisure,3,FALSE,1,Good,Neutral
normal,48,Female,Retired,3.08,sunny,Thursday,evening,33.6,50,TRUE,FALSE,Commute,3,TRUE,8,Poor,Neutral
bmx,22,Male,Retired,3.46,sunny,Tuesday,morning,29.4,52,FALSE,TRUE,Errands,1,TRUE,9,Poor,Negative
normal,64,Other,Student,0.03,rainy,Friday,evening,10.2,81,TRUE,TRUE,Commute,3,FALSE,2,Fair,Neutral
hill,26,Other,Retired,2.9,sunny,Sunday,afternoon,27.5,55,TRUE,FALSE,Errands,3,TRUE,6,Fair,Positive
normal,38,Other,Professional,4.06,cloudy,Friday,night,19.7,35,FALSE,FALSE,Leisure,5,TRUE,6,Poor,Neutral
hill,66,Male,Student,2.33,cloudy,Thursday,evening,28.8,35,TRUE,TRUE,Errands,3,FALSE,7,Fair,Positive
hill,19,Other,Professional,3.08,cloudy,Saturday,afternoon,10.3,52,FALSE,TRUE,Errands,2,FALSE,10,Poor,Neutral
hill,66,Male,Student,1.69,cloudy,Friday,night,31.2,88,FALSE,FALSE,Exercise,1,FALSE,7,Good,Neutral
bmx,69,Male,Unemployed,1.19,rainy,Wednesday,evening,32.9,73,FALSE,FALSE,Exercise,3,TRUE,9,Poor,Negative
normal,67,Female,Retired,4.67,sunny,Thursday,morning,28.1,35,FALSE,FALSE,Errands,4,FALSE,7,Poor,Negative
hill,57,Male,Professional,1.96,sunny,Thursday,afternoon,14.9,77,TRUE,FALSE,Exercise,2,TRUE,7,Good,Positive
bmx,66,Female,Retired,1.73,sunny,Thursday,afternoon,17.5,52,TRUE,FALSE,Leisure,1,FALSE,10,Good,Neutral
bmx,31,Male,Retired,4.51,sunny,Thursday,evening,25.2,87,FALSE,TRUE,Commute,3,TRUE,5,Fair,Neutral
normal,30,Male,Unemployed,4.29,rainy,Monday,morning,15.8,79,TRUE,FALSE,Commute,3,FALSE,9,Poor,Negative
hill,42,Female,Professional,4.84,cloudy,Tuesday,morning,16.5,86,TRUE,FALSE,Exercise,2,FALSE,4,Poor,Neutral
